policy_number,transaction_id,premium_date,amount,payment_method,status,org_code
LNL0000103,6B7D1D7FE3ACFEE2,2026-03-01,1605.32,CREDIT_CARD,PENDING,lnl
LNL0000103,7E6154C8373A7C10,2026-01-30,1605.32,CREDIT_CARD,PAID,lnl
LNL0000103,9C2564F78143E6AE,2025-12-31,1605.32,CREDIT_CARD,PAID,lnl
LNL0000104,98F2764855390B6E,2026-03-01,1286.27,CHECK,PAID,lnl
LNL0000104,AEDA1298598FF5F8,2026-01-30,1286.27,EFT,RETURNED,lnl
LNL0000104,EA829D30F31BECCE,2025-12-31,1286.27,EFT,PAID,lnl
LNL0000105,9553F0932E525AAC,2026-03-01,347.39,CREDIT_CARD,PAID,lnl
LNL0000105,47E994122C4505AF,2026-01-30,347.39,CHECK,RETURNED,lnl
LNL0000105,271053AF32D4F930,2025-12-31,347.39,CREDIT_CARD,PAID,lnl
LNL0000106,4071AF6A724A55FB,2026-03-01,255.03,CREDIT_CARD,PAID,lnl
LNL0000106,EC92BD12A99A6D01,2026-01-30,255.03,CREDIT_CARD,PAID,lnl
LNL0000106,413DC69A7A6854E6,2025-12-31,255.03,CREDIT_CARD,PAID,lnl
LNL0000107,7ADD5044F77C96F2,2026-03-01,1787.95,CHECK,PAID,lnl
LNL0000107,C5C2B4B1E35F4FF2,2026-01-30,1787.95,CHECK,RETURNED,lnl
LNL0000107,A10C1C504041818D,2025-12-31,1787.95,CHECK,PENDING,lnl
LNL0000108,391192B95EC61C44,2026-03-01,126.44,CHECK,PENDING,lnl
LNL0000108,E243EDA69992FCCA,2026-01-30,126.44,CHECK,PENDING,lnl
LNL0000108,71F6382914414142,2025-12-31,126.44,CHECK,PAID,lnl
LNL0000109,D61432F4A1CFD426,2026-03-01,1273.16,CHECK,PAID,lnl
LNL0000109,35DAA716669624AA,2026-01-30,1273.16,CREDIT_CARD,PENDING,lnl
LNL0000109,6D7155B6B19FA733,2025-12-31,1273.16,CREDIT_CARD,PENDING,lnl
LNL0000110,F318BFF191653BC7,2026-03-01,256.79,CREDIT_CARD,RETURNED,lnl
LNL0000110,21C78A954F970499,2026-01-30,256.79,EFT,PENDING,lnl
LNL0000110,F27DE0BB578394D1,2025-12-31,256.79,EFT,RETURNED,lnl
LNL0000111,FB29653DE5340631,2026-03-01,414.41,EFT,PAID,lnl
LNL0000111,9907BD53B2FF32DE,2026-01-30,414.41,CREDIT_CARD,PAID,lnl
LNL0000111,9CF12B399A5F30BF,2025-12-31,414.41,CREDIT_CARD,PAID,lnl
LNL0000112,8F684650348872AA,2026-03-01,398.55,CREDIT_CARD,PENDING,lnl
LNL0000112,83047BB4661F98FE,2026-01-30,398.55,EFT,RETURNED,lnl
LNL0000112,8159CB73AC145BA6,2025-12-31,398.55,CHECK,PAID,lnl
LNL0000113,2511E44D6F43BBBB,2026-03-01,2410.74,CREDIT_CARD,PAID,lnl
LNL0000113,CB99721F75A72A50,2026-01-30,2410.74,CHECK,PAID,lnl
LNL0000113,C60F74ED1608317D,2025-12-31,2410.74,CHECK,PENDING,lnl
LNL0000114,5B6E56DBCAE87982,2026-03-01,854.22,CREDIT_CARD,RETURNED,lnl
LNL0000114,505C8323C2317B6E,2026-01-30,854.22,EFT,RETURNED,lnl
LNL0000114,82DD3FEB18806005,2025-12-31,854.22,CREDIT_CARD,PAID,lnl
LNL0000115,B7E315FEBA21EEC3,2026-03-01,898.63,CREDIT_CARD,PAID,lnl
LNL0000115,5F22387048CC3DB6,2026-01-30,898.63,CHECK,PAID,lnl
LNL0000115,06E58748D3D54008,2025-12-31,898.63,CHECK,PENDING,lnl
LNL0000116,6A0437CE8FCACBB1,2026-03-01,899.71,CREDIT_CARD,PAID,lnl
LNL0000116,DA0D535D4B4841B9,2026-01-30,899.71,EFT,PAID,lnl
LNL0000116,B20A1AF85F5CD8BB,2025-12-31,899.71,CREDIT_CARD,PAID,lnl
LNL0000117,D65F4621D523CA37,2026-03-01,828.88,CHECK,PENDING,lnl
LNL0000117,9533BDFC4C631382,2026-01-30,828.88,CREDIT_CARD,RETURNED,lnl
LNL0000117,FB221F6E8F730C29,2025-12-31,828.88,CHECK,PAID,lnl
LNL0000118,58BACBD48C2CEA10,2026-03-01,196.40,EFT,PAID,lnl
LNL0000118,9704897811B9E56F,2026-01-30,196.40,EFT,PAID,lnl
LNL0000118,94FA0D9E31A7AA15,2025-12-31,196.40,CREDIT_CARD,RETURNED,lnl
LNL0000119,4473E9C0A3773C9F,2026-03-01,1126.58,EFT,PENDING,lnl
LNL0000119,976CB96F41C26436,2026-01-30,1126.58,CHECK,RETURNED,lnl
LNL0000119,EB4E75EE5E75D7FF,2025-12-31,1126.58,EFT,PENDING,lnl
LNL0000120,CD2696E4709CFEA0,2026-03-01,715.60,EFT,PAID,lnl
LNL0000120,263DD45A44FC7EC2,2026-01-30,715.60,CREDIT_CARD,PAID,lnl
LNL0000120,C9E4B8FA186E8D05,2025-12-31,715.60,CHECK,PAID,lnl
LNL0000121,97BA624C6BA74067,2026-03-01,157.23,CREDIT_CARD,PENDING,lnl
LNL0000121,9A0AFB8BD6E767DE,2026-01-30,157.23,CHECK,PAID,lnl
LNL0000121,1B7B8E22F184C263,2025-12-31,157.23,CREDIT_CARD,PENDING,lnl
LNL0000122,01540D8975FBF483,2026-03-01,3420.56,CREDIT_CARD,PAID,lnl
LNL0000122,611C2AB8BA4E970F,2026-01-30,3420.56,EFT,PAID,lnl
LNL0000122,C44048C0DA76C5A0,2025-12-31,3420.56,CREDIT_CARD,PENDING,lnl
LNL0000123,6654C0D770A4F13A,2026-03-01,272.01,EFT,PENDING,lnl
LNL0000123,1F92B0896088879B,2026-01-30,272.01,CREDIT_CARD,PAID,lnl
LNL0000123,CDE87A702DDE886E,2025-12-31,272.01,CREDIT_CARD,RETURNED,lnl
LNL0000124,4F6D774CB9119390,2026-03-01,780.23,CREDIT_CARD,PAID,lnl
LNL0000124,7142A7EE1826D6BC,2026-01-30,780.23,CHECK,PAID,lnl
LNL0000124,E3B279B5A72DB854,2025-12-31,780.23,CHECK,PENDING,lnl
LNL0000125,33E01AE52463DD89,2026-03-01,1459.94,EFT,PENDING,lnl
LNL0000125,52C59FE44526B1E1,2026-01-30,1459.94,CHECK,RETURNED,lnl
LNL0000125,31AC2BD31B10D8D0,2025-12-31,1459.94,EFT,RETURNED,lnl
LNL0000126,5B74B015A687003B,2026-03-01,191.22,EFT,PAID,lnl
LNL0000126,EDB5EDC12D677124,2026-01-30,191.22,EFT,PENDING,lnl
LNL0000126,E33A8C5F10A8D026,2025-12-31,191.22,EFT,PAID,lnl
LNL0000127,09E12F8C1276C6DF,2026-03-01,352.35,CREDIT_CARD,RETURNED,lnl
LNL0000127,94CE1BF965C1EF61,2026-01-30,352.35,CHECK,RETURNED,lnl
LNL0000127,4A79E479DF5BB81F,2025-12-31,352.35,EFT,PAID,lnl
LNL0000128,6F934575AC2F3D39,2026-03-01,144.55,CREDIT_CARD,RETURNED,lnl
LNL0000128,4AD82AF4659E9CA6,2026-01-30,144.55,EFT,PAID,lnl
LNL0000128,2AA8D5F84C272930,2025-12-31,144.55,CREDIT_CARD,PAID,lnl
LNL0000129,03B7EA8E1F65262F,2026-03-01,225.49,EFT,PAID,lnl
LNL0000129,9819BC14FE978EA1,2026-01-30,225.49,EFT,RETURNED,lnl
LNL0000129,DFC3C5DBA8A18985,2025-12-31,225.49,CHECK,PENDING,lnl
LNL0000130,25F64C0CD9CA01DE,2026-03-01,3066.79,CHECK,PAID,lnl
LNL0000130,269713E6F39FF8E3,2026-01-30,3066.79,CHECK,RETURNED,lnl
LNL0000130,BBC2D4E9A78F3B62,2025-12-31,3066.79,CREDIT_CARD,PAID,lnl
LNL0000131,FA5619D78FBF6A99,2026-03-01,353.03,CREDIT_CARD,RETURNED,lnl
LNL0000131,8D0BAC12B9718212,2026-01-30,353.03,CHECK,PAID,lnl
LNL0000131,9DAE5D3807854E9E,2025-12-31,353.03,CHECK,PAID,lnl
LNL0000132,7416F25859CE178A,2026-03-01,1400.26,CREDIT_CARD,PAID,lnl
LNL0000132,AB3EA9E562988583,2026-01-30,1400.26,CHECK,PAID,lnl
LNL0000132,2EA9FE1BF6E94E7D,2025-12-31,1400.26,EFT,PENDING,lnl
LNL0000133,27E656C8956648AE,2026-03-01,249.41,CHECK,PAID,lnl
LNL0000133,8FB035E85AC1AD30,2026-01-30,249.41,EFT,PAID,lnl
LNL0000133,5810DD6BB77137BD,2025-12-31,249.41,CREDIT_CARD,PENDING,lnl
LNL0000134,0A95D62328A352D1,2026-03-01,1131.71,CREDIT_CARD,PAID,lnl
LNL0000134,A353DE8A684B0513,2026-01-30,1131.71,EFT,PENDING,lnl
LNL0000134,2BC5E39E97B4F521,2025-12-31,1131.71,CHECK,RETURNED,lnl
LNL0000135,EA26FF2C885A5635,2026-03-01,669.13,CREDIT_CARD,PAID,lnl
LNL0000135,CC410C5A9432246E,2026-01-30,669.13,CHECK,PAID,lnl
LNL0000135,284CAE516AA2E3C5,2025-12-31,669.13,EFT,RETURNED,lnl
LNL0000136,5AD7077D196C55E0,2026-03-01,2979.91,CREDIT_CARD,RETURNED,lnl
LNL0000136,44882CF39E067C44,2026-01-30,2979.91,EFT,PENDING,lnl
LNL0000136,C34F917751346850,2025-12-31,2979.91,CHECK,PAID,lnl
LNL0000137,A4614D3AD197B2ED,2026-03-01,148.92,CREDIT_CARD,RETURNED,lnl
LNL0000137,967181B99C42B7F9,2026-01-30,148.92,EFT,PAID,lnl
LNL0000137,0794002922CE89D6,2025-12-31,148.92,EFT,PAID,lnl
LNL0000138,599C7C8E15EA0A53,2026-03-01,194.31,CHECK,PENDING,lnl
LNL0000138,C6B52B2C68D3A1B1,2026-01-30,194.31,CHECK,RETURNED,lnl
LNL0000138,D815442C3DDF4035,2025-12-31,194.31,CREDIT_CARD,RETURNED,lnl
LNL0000139,6287A49FDA5A24E1,2026-03-01,132.56,CREDIT_CARD,PAID,lnl
LNL0000139,8B8E541F3C628C97,2026-01-30,132.56,EFT,PAID,lnl
LNL0000139,D7D6A288E74D10FD,2025-12-31,132.56,CREDIT_CARD,RETURNED,lnl
LNL0000140,F6DDC8B376E61153,2026-03-01,186.65,CREDIT_CARD,PENDING,lnl
LNL0000140,742B71D2CC408718,2026-01-30,186.65,CREDIT_CARD,PAID,lnl
LNL0000140,A990D5582BB26164,2025-12-31,186.65,CREDIT_CARD,PAID,lnl
LNL0000141,0C8EAF903C553ECB,2026-03-01,389.92,CHECK,PAID,lnl
LNL0000141,0D4C28C9A956AE2A,2026-01-30,389.92,EFT,PAID,lnl
LNL0000141,8794C97BFEE27D74,2025-12-31,389.92,CREDIT_CARD,PAID,lnl
LNL0000142,832D651128E01528,2026-03-01,272.98,EFT,RETURNED,lnl
LNL0000142,59467B76704C8751,2026-01-30,272.98,EFT,RETURNED,lnl
LNL0000142,5C47B81E1B75C0AA,2025-12-31,272.98,EFT,RETURNED,lnl
LNL0000143,B3E47B544DE6F32C,2026-03-01,100.80,EFT,RETURNED,lnl
LNL0000143,788B214C08DAB92D,2026-01-30,100.80,CHECK,PAID,lnl
LNL0000143,1A9D704B646E13B0,2025-12-31,100.80,CREDIT_CARD,PAID,lnl
LNL0000144,5BAC7E4802E679CA,2026-03-01,210.39,CREDIT_CARD,PAID,lnl
LNL0000144,769D85807F9AEE05,2026-01-30,210.39,CREDIT_CARD,PAID,lnl
LNL0000144,A846443E776F8C33,2025-12-31,210.39,EFT,PAID,lnl
LNL0000145,F93F803AA77CD0B4,2026-03-01,620.48,CHECK,PAID,lnl
LNL0000145,A63AA657078CA66A,2026-01-30,620.48,CHECK,PENDING,lnl
LNL0000145,01463152C4BE9790,2025-12-31,620.48,CREDIT_CARD,PAID,lnl
LNL0000146,2EAB103F6FB89A81,2026-03-01,3451.76,EFT,PAID,lnl
LNL0000146,39A160729305B955,2026-01-30,3451.76,CHECK,RETURNED,lnl
LNL0000146,6CFFA986BAA13805,2025-12-31,3451.76,CHECK,RETURNED,lnl
LNL0000147,DA4A60D3E68899B3,2026-03-01,1101.45,EFT,PENDING,lnl
LNL0000147,7C31CF975F2CEE9B,2026-01-30,1101.45,CHECK,PENDING,lnl
LNL0000147,334BCCCDF95AF8BF,2025-12-31,1101.45,CHECK,PAID,lnl
LNL0000148,76DDE50EDECE1CD4,2026-03-01,343.18,EFT,PAID,lnl
LNL0000148,D673C9F3F66C2BBC,2026-01-30,343.18,CHECK,PAID,lnl
LNL0000148,3E4D41106E83ADAE,2025-12-31,343.18,CHECK,RETURNED,lnl
LNL0000149,EB8EC4A0B171ED62,2026-03-01,545.73,CHECK,PAID,lnl
LNL0000149,F6540E6A375F945C,2026-01-30,545.73,CHECK,PAID,lnl
LNL0000149,FED10AD556F6B0D7,2025-12-31,545.73,EFT,PAID,lnl
LNL0000150,F824BB2CBAF348C1,2026-03-01,185.35,EFT,PENDING,lnl
LNL0000150,4DF2BE1EBD4F870B,2026-01-30,185.35,CREDIT_CARD,PAID,lnl
LNL0000150,C1C29A9643986C58,2025-12-31,185.35,CHECK,PENDING,lnl
LNL0000151,52BCF4C5B3EAFF49,2026-03-01,534.90,CREDIT_CARD,RETURNED,lnl
LNL0000151,209805FCD85ECACC,2026-01-30,534.90,CREDIT_CARD,RETURNED,lnl
LNL0000151,76B097C28CDB72CB,2025-12-31,534.90,CREDIT_CARD,PAID,lnl
LNL0000152,3895EE0DECCFF2C4,2026-03-01,2703.74,CREDIT_CARD,RETURNED,lnl
LNL0000152,E41522FC981691E7,2026-01-30,2703.74,CREDIT_CARD,PAID,lnl
LNL0000152,1A2E34850F7A4E96,2025-12-31,2703.74,CREDIT_CARD,PAID,lnl
LNL0000153,0D3F804371D4A408,2026-03-01,414.63,CREDIT_CARD,PAID,lnl
LNL0000153,50B74383DC764509,2026-01-30,414.63,EFT,PAID,lnl
LNL0000153,2A31BC3EFB500C05,2025-12-31,414.63,CREDIT_CARD,PAID,lnl
LNL0000154,EA50FE3C011AD168,2026-03-01,420.60,CREDIT_CARD,PAID,lnl
LNL0000154,23E86BB340987CCD,2026-01-30,420.60,CREDIT_CARD,PENDING,lnl
LNL0000154,BFEDEBA7BF2ED28F,2025-12-31,420.60,EFT,PAID,lnl
LNL0000155,B4C1494D2DE28EE8,2026-03-01,2327.69,EFT,RETURNED,lnl
LNL0000155,C8792C91209C131F,2026-01-30,2327.69,CREDIT_CARD,PAID,lnl
LNL0000155,824ECE2EB8D8ABE9,2025-12-31,2327.69,EFT,PENDING,lnl
LNL0000156,617005C403DF9E0D,2026-03-01,177.33,CREDIT_CARD,PAID,lnl
LNL0000156,92FF38725554390E,2026-01-30,177.33,CREDIT_CARD,PAID,lnl
LNL0000156,A6A9EE1F900FDE85,2025-12-31,177.33,EFT,PAID,lnl
LNL0000157,2A8D29A45EABD731,2026-03-01,550.16,CREDIT_CARD,PAID,lnl
LNL0000157,488AF6F15D3D3452,2026-01-30,550.16,CHECK,PAID,lnl
LNL0000157,170D38E8711EBB25,2025-12-31,550.16,EFT,PAID,lnl
LNL0000158,71D889A575AB4647,2026-03-01,47.14,CREDIT_CARD,PAID,lnl
LNL0000158,447427081DFB7059,2026-01-30,47.14,CHECK,PAID,lnl
LNL0000158,162050575E8F8360,2025-12-31,47.14,CREDIT_CARD,PENDING,lnl
LNL0000159,672AA60CD7E14FC9,2026-03-01,2243.83,CREDIT_CARD,PAID,lnl
LNL0000159,80F7CD9F3C3BE794,2026-01-30,2243.83,CREDIT_CARD,PAID,lnl
LNL0000159,F7059740FBC39957,2025-12-31,2243.83,CHECK,PAID,lnl
LNL0000160,CE82F1E47A12EF56,2026-03-01,329.89,EFT,RETURNED,lnl
LNL0000160,4481517A6D8D59A5,2026-01-30,329.89,CHECK,PAID,lnl
LNL0000160,B30B981C336A81C8,2025-12-31,329.89,CREDIT_CARD,PAID,lnl
LNL0000161,29B00B1222281FC3,2026-03-01,753.01,CHECK,PAID,lnl
LNL0000161,4D44BF15F183609C,2026-01-30,753.01,EFT,RETURNED,lnl
LNL0000161,340CCA8C49911C4C,2025-12-31,753.01,EFT,PAID,lnl
LNL0000162,CDA201191F6C933A,2026-03-01,1379.56,CREDIT_CARD,PAID,lnl
LNL0000162,7A4BB8FD972BC20C,2026-01-30,1379.56,CREDIT_CARD,PAID,lnl
LNL0000162,945EFFD9F64E4B42,2025-12-31,1379.56,CHECK,PAID,lnl
LNL0000163,4AE46951F38934CB,2026-03-01,912.06,CREDIT_CARD,PAID,lnl
LNL0000163,B38BC1172810B667,2026-01-30,912.06,CHECK,RETURNED,lnl
LNL0000163,336687DAAEAEDB89,2025-12-31,912.06,CREDIT_CARD,PENDING,lnl
LNL0000164,BB522A3595AC57D4,2026-03-01,150.14,CHECK,PAID,lnl
LNL0000164,9612C715D5011F66,2026-01-30,150.14,EFT,RETURNED,lnl
LNL0000164,3DDA54DDA6276114,2025-12-31,150.14,CHECK,PAID,lnl
LNL0000165,0AF19B8239867605,2026-03-01,334.23,CHECK,RETURNED,lnl
LNL0000165,3D6D21703D18D7EC,2026-01-30,334.23,CHECK,PAID,lnl
LNL0000165,5AA2BE34AE53D2D9,2025-12-31,334.23,EFT,PAID,lnl
LNL0000166,B39ED4E18DF646C2,2026-03-01,270.96,EFT,PAID,lnl
LNL0000166,0B522F724D50092D,2026-01-30,270.96,EFT,PAID,lnl
LNL0000166,2D02C4BAD433CC19,2025-12-31,270.96,CHECK,PAID,lnl
LNL0000167,2A3EC9F80D237CAE,2026-03-01,792.12,CREDIT_CARD,PAID,lnl
LNL0000167,209BC09D46756A91,2026-01-30,792.12,CHECK,PAID,lnl
LNL0000167,F4C81E5EAF5180F5,2025-12-31,792.12,EFT,PENDING,lnl
LNL0000168,8E95F7A487663C4E,2026-03-01,182.92,EFT,PAID,lnl
LNL0000168,B103D527C0494F33,2026-01-30,182.92,CREDIT_CARD,PENDING,lnl
LNL0000168,4717EF4954A874B8,2025-12-31,182.92,CREDIT_CARD,PENDING,lnl
LNL0000169,3925A1559A3908BC,2026-03-01,261.00,CREDIT_CARD,PAID,lnl
LNL0000169,D15D23B4BE84F085,2026-01-30,261.00,CHECK,PENDING,lnl
LNL0000169,0CFD6EA29BC6956A,2025-12-31,261.00,EFT,PAID,lnl
LNL0000170,CB24F56AF63DA3CB,2026-03-01,1125.36,CHECK,PAID,lnl
LNL0000170,1DFE6EF194FEB46F,2026-01-30,1125.36,CHECK,PAID,lnl
LNL0000170,BF8E36EA86FA1DD1,2025-12-31,1125.36,EFT,PENDING,lnl
LNL0000171,A6981C16999DA02E,2026-03-01,1754.15,CREDIT_CARD,RETURNED,lnl
LNL0000171,0F5D27C193541691,2026-01-30,1754.15,CHECK,PAID,lnl
LNL0000171,B3B2BA7733D038C9,2025-12-31,1754.15,CREDIT_CARD,RETURNED,lnl
LNL0000172,BAFD11000654991B,2026-03-01,147.74,CHECK,PAID,lnl
LNL0000172,6F0B1E7E24CAD8C8,2026-01-30,147.74,EFT,PAID,lnl
LNL0000172,687A9149436E9EE7,2025-12-31,147.74,EFT,PAID,lnl
LNL0000173,349A8B2A19DDD4F2,2026-03-01,437.82,CREDIT_CARD,PENDING,lnl
LNL0000173,52B39C3F7CF75835,2026-01-30,437.82,CREDIT_CARD,RETURNED,lnl
LNL0000173,E4451CAAF00EB72E,2025-12-31,437.82,CREDIT_CARD,PAID,lnl
LNL0000174,4593A155FB7CC308,2026-03-01,69.40,CHECK,PAID,lnl
LNL0000174,996B824AB7221C46,2026-01-30,69.40,EFT,PENDING,lnl
LNL0000174,53F1D6EAE68D79DE,2025-12-31,69.40,EFT,PAID,lnl
LNL0000175,9C70AC9D4A07A7B6,2026-03-01,1286.46,CHECK,PAID,lnl
LNL0000175,A608AF62332E27B1,2026-01-30,1286.46,EFT,PAID,lnl
LNL0000175,1ECA3308E41F56C7,2025-12-31,1286.46,CREDIT_CARD,PAID,lnl
LNL0000176,10E6FDF216ED2163,2026-03-01,2425.17,EFT,PAID,lnl
LNL0000176,AA7114BED76E5D0C,2026-01-30,2425.17,CHECK,PAID,lnl
LNL0000176,BEC999E44D320F47,2025-12-31,2425.17,EFT,PAID,lnl
LNL0000177,1B6C9E6E75AEBC15,2026-03-01,701.56,EFT,PAID,lnl
LNL0000177,8605B01F7ADFC5B7,2026-01-30,701.56,CREDIT_CARD,PAID,lnl
LNL0000177,6ECD15FB4653E850,2025-12-31,701.56,CHECK,PAID,lnl
LNL0000178,57F79A8C0CCE351A,2026-03-01,1585.34,EFT,PAID,lnl
LNL0000178,F793E4667EC511DD,2026-01-30,1585.34,CREDIT_CARD,PENDING,lnl
LNL0000178,0254FAD6F54F5858,2025-12-31,1585.34,EFT,RETURNED,lnl
LNL0000179,EDF9BB8DD7AE34EC,2026-03-01,163.45,CREDIT_CARD,RETURNED,lnl
LNL0000179,8DDFFB7008A4B8AB,2026-01-30,163.45,CREDIT_CARD,PAID,lnl
LNL0000179,8C821B88B86D6621,2025-12-31,163.45,CREDIT_CARD,PAID,lnl
LNL0000180,9581BE5DFCEF4FAA,2026-03-01,260.78,CHECK,RETURNED,lnl
LNL0000180,72240A02E8565EAB,2026-01-30,260.78,EFT,PENDING,lnl
LNL0000180,1A9B4FD102FEF57A,2025-12-31,260.78,CHECK,PAID,lnl
LNL0000181,51F86A17CD872EB6,2026-03-01,163.48,CHECK,PAID,lnl
LNL0000181,96B4EBDAC394EA68,2026-01-30,163.48,CHECK,PAID,lnl
LNL0000181,058C57BF9A5D5689,2025-12-31,163.48,CHECK,PENDING,lnl
LNL0000182,83DE6B5FBE99EEBF,2026-03-01,3826.59,EFT,PAID,lnl
LNL0000182,53CEAD5FC101A555,2026-01-30,3826.59,EFT,PENDING,lnl
LNL0000182,01AFD31B388AF67F,2025-12-31,3826.59,CHECK,RETURNED,lnl
LNL0000183,64D3A389D70BF216,2026-03-01,324.91,EFT,PENDING,lnl
LNL0000183,505C18AD88B274D4,2026-01-30,324.91,CREDIT_CARD,PAID,lnl
LNL0000183,91054B89C29CBB10,2025-12-31,324.91,CREDIT_CARD,RETURNED,lnl
LNL0000184,82B5C52A4F548596,2026-03-01,294.95,CHECK,PAID,lnl
LNL0000184,696724B4ED7BCCBD,2026-01-30,294.95,EFT,PAID,lnl
LNL0000184,F68786BAC117B0F5,2025-12-31,294.95,EFT,PAID,lnl
LNL0000185,8A376F0D3F78E072,2026-03-01,568.60,EFT,PAID,lnl
LNL0000185,B34110E90E105D0B,2026-01-30,568.60,EFT,PAID,lnl
LNL0000185,87EB05A1697DD0D9,2025-12-31,568.60,CREDIT_CARD,PAID,lnl
LNL0000186,EE4FE52B6BCEAD2E,2026-03-01,841.29,CREDIT_CARD,PAID,lnl
LNL0000186,BE0236D4D29EAD2C,2026-01-30,841.29,CREDIT_CARD,PENDING,lnl
LNL0000186,286B9BA6382FC541,2025-12-31,841.29,CREDIT_CARD,PENDING,lnl
LNL0000187,C6770E4F9200A794,2026-03-01,196.44,CREDIT_CARD,PAID,lnl
LNL0000187,2D657D22E3F76FE0,2026-01-30,196.44,CHECK,PAID,lnl
LNL0000187,FF1550619B286E5C,2025-12-31,196.44,CREDIT_CARD,PAID,lnl
LNL0000188,D7C2303E0EABAD94,2026-03-01,270.94,CHECK,PAID,lnl
LNL0000188,8ED62750432B4452,2026-01-30,270.94,CHECK,PAID,lnl
LNL0000188,B897658B2EAD8D3E,2025-12-31,270.94,CREDIT_CARD,PAID,lnl
LNL0000189,C797DF32B1FDC602,2026-03-01,185.97,CREDIT_CARD,PAID,lnl
LNL0000189,430A3266A4573E1F,2026-01-30,185.97,EFT,PENDING,lnl
LNL0000189,2E662F95AC99414F,2025-12-31,185.97,CREDIT_CARD,PENDING,lnl
LNL0000190,F6D7BE8B69F82117,2026-03-01,121.44,CREDIT_CARD,PAID,lnl
LNL0000190,468DD1BA56B25AB7,2026-01-30,121.44,EFT,PAID,lnl
LNL0000190,F3D57681AB5239B2,2025-12-31,121.44,CHECK,PAID,lnl
LNL0000191,9901E69C7B60BF74,2026-03-01,1065.13,EFT,PENDING,lnl
LNL0000191,A444730118AEE84D,2026-01-30,1065.13,CHECK,PAID,lnl
LNL0000191,1DED9604B4C9E785,2025-12-31,1065.13,CHECK,PAID,lnl
LNL0000192,86A8E49971220B88,2026-03-01,833.32,EFT,RETURNED,lnl
LNL0000192,A6B28E49E5681A07,2026-01-30,833.32,CREDIT_CARD,PAID,lnl
LNL0000192,7DC865587FFCC5C4,2025-12-31,833.32,CHECK,PAID,lnl
LNL0000193,A90F69CBEA32276F,2026-03-01,1313.54,CHECK,PAID,lnl
LNL0000193,E3B2EB4F523873FE,2026-01-30,1313.54,CREDIT_CARD,RETURNED,lnl
LNL0000193,A972EA8584FF6219,2025-12-31,1313.54,CHECK,RETURNED,lnl
LNL0000194,45C1C043E4549976,2026-03-01,327.79,CHECK,PAID,lnl
LNL0000194,77D207052D03BCFF,2026-01-30,327.79,CHECK,PAID,lnl
LNL0000194,EDF8FCDA21A70AA6,2025-12-31,327.79,EFT,PENDING,lnl
LNL0000195,8A6C719ED02C484B,2026-03-01,180.62,EFT,PENDING,lnl
LNL0000195,5C5869C743A0AEC1,2026-01-30,180.62,CHECK,PENDING,lnl
LNL0000195,F7739CD2739FABA7,2025-12-31,180.62,EFT,RETURNED,lnl
LNL0000196,9E65C84B45650921,2026-03-01,1746.12,EFT,PAID,lnl
LNL0000196,29AF7A78BD24ED0A,2026-01-30,1746.12,CHECK,PENDING,lnl
LNL0000196,817967C1BEF44539,2025-12-31,1746.12,CREDIT_CARD,RETURNED,lnl
LNL0000197,928F9EB46C217D1B,2026-03-01,264.09,CREDIT_CARD,PAID,lnl
LNL0000197,2441B13F24397C66,2026-01-30,264.09,CHECK,PENDING,lnl
LNL0000197,F91B0BDC6360D24C,2025-12-31,264.09,CREDIT_CARD,PAID,lnl
LNL0000198,3B9460E0F33897AF,2026-03-01,1098.53,EFT,PAID,lnl
LNL0000198,EE4D6DE2D3910BDC,2026-01-30,1098.53,EFT,PAID,lnl
LNL0000198,4BDBF740B53DB6D3,2025-12-31,1098.53,CREDIT_CARD,PAID,lnl
LNL0000199,EDA3A202E4B9C402,2026-03-01,3179.86,CHECK,PENDING,lnl
LNL0000199,5E5361D2BC020504,2026-01-30,3179.86,CREDIT_CARD,RETURNED,lnl
LNL0000199,EAC63761772DF8DF,2025-12-31,3179.86,CHECK,PENDING,lnl
LNL0000200,A7A6222A6CA9B5C8,2026-03-01,128.62,CREDIT_CARD,PAID,lnl
LNL0000200,37326E17A5B61139,2026-01-30,128.62,CREDIT_CARD,PAID,lnl
LNL0000200,3116D351DF3DE4D1,2025-12-31,128.62,EFT,PAID,lnl
LNL0000201,1FEE393D795C2538,2026-03-01,88.42,CHECK,PENDING,lnl
LNL0000201,7E466028332D86CA,2026-01-30,88.42,EFT,RETURNED,lnl
LNL0000201,8DA8675C4BBCDF95,2025-12-31,88.42,CHECK,RETURNED,lnl
LNL0000202,7E137BD6C4E5D15D,2026-03-01,157.78,CHECK,PENDING,lnl
LNL0000202,CEEF8786F1DAA173,2026-01-30,157.78,EFT,PAID,lnl
LNL0000202,29D4CEDFCC894F23,2025-12-31,157.78,CREDIT_CARD,RETURNED,lnl
LNL0000203,1F615ED8927C31BE,2026-03-01,122.70,EFT,PAID,lnl
LNL0000203,A0B445CE572982E6,2026-01-30,122.70,CREDIT_CARD,PENDING,lnl
LNL0000203,410522517904F8AB,2025-12-31,122.70,CREDIT_CARD,PENDING,lnl
LNL0000204,787FF7153C4743C5,2026-03-01,3125.09,EFT,RETURNED,lnl
LNL0000204,F5641768398B7A13,2026-01-30,3125.09,EFT,RETURNED,lnl
LNL0000204,C8D37D201D8875CD,2025-12-31,3125.09,CREDIT_CARD,RETURNED,lnl
